input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,webserver,content_type,tech_,csp_domains_,final_url,cdn_name,cdn,tls_subject_org_
https://api.regional-table.region-services.aws.a2z.com,,200,798998,api.regional-table.region-services.aws.a2z.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-10-23T23:59:59Z,CN=*.regional-table.region-services.aws.a2z.com,*.regional-table.region-services.aws.a2z.com,*.regional-table.region-services.aws.a2z.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a18dcb877524ee43f3f11d4368745067,647fbe36dc3cff1434627cd9cf285b484eeb1bf7ee68032ef3db191cd00404df,True,ctls,api.regional-table.region-services.aws.a2z.com,443,https://api.regional-table.region-services.aws.a2z.com:443,https,GET,52.222.214.44,/,-1557601636,2600:9000:223d:b400:19:b1f6:ab00:93a1,1,False,AmazonS3,application/json,Amazon Web Services,,,cloudfront,True,
https://api.us-west-2.prod.pricing.aws.a2z.com,,403,23,api.us-west-2.prod.pricing.aws.a2z.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2023-11-28T23:59:59Z,CN=api.us-west-2.prod.pricing.aws.a2z.com,api.us-west-2.prod.pricing.aws.a2z.com,api.us-west-2.prod.pricing.aws.a2z.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7b66a8d26b76bbf26d9ead9d5e811c12,fc7fadf4a90bf9123dd1a30849340cae890dd720580a3e06da57f412264438de,,ctls,api.us-west-2.prod.pricing.aws.a2z.com,443,https://api.us-west-2.prod.pricing.aws.a2z.com:443,https,GET,18.66.147.28,/,968070783,18.66.147.39,1,False,,application/json,Amazon Web Services,,,cloudfront,True,
https://auth.aws.amazon.com,,404,2,auth.aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-10T00:00:00Z,2023-12-10T23:59:59Z,CN=auth.aws.amazon.com,auth.aws.amazon.com,auth.aws.amazon.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,29bfbf43439d714dbaa2b3b648f6a26d,99a3fc217bf962f39bd1ff1ed5123d366283e7a5ae790d62992e31b72192485f,,ctls,auth.aws.amazon.com,443,https://auth.aws.amazon.com:443,https,GET,18.66.97.5,/,-1206076886,2600:9000:223c:ea00:b:8f13:d100:93a1,1,False,,application/json,HSTS,,,cloudfront,True,
https://aws-quickstart.s3.amazonaws.com,,200,276350,aws-quickstart.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,aws-quickstart.s3.amazonaws.com,443,https://aws-quickstart.s3.amazonaws.com:443,https,GET,52.217.200.25,/,-265413697,54.231.165.89,2,False,AmazonS3,application/xml,Amazon Web Services,,,,,
https://aws.amazon.com,Cloud Computing Services - Amazon Web Services (AWS),200,286411,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,,ctls,aws.amazon.com,443,https://aws.amazon.com:443,https,GET,18.66.104.71,/,716989053,18.66.104.71,3061,False,Server,text/html,Handlebars,https://d3h2ozso0dirfl.cloudfront.net,,cloudfront,True,
https://aws.demdex.net,,404,,aws.demdex.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-09-26T00:00:00Z,2023-10-27T23:59:59Z,"CN=*.demdex.com, O=Adobe Inc., L=San Jose, ST=California, C=US",*.demdex.com,demdex.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1b7b2343f663928377adcb7e205fb318,b80572036d2c64354a1d6a64b048a2d4a3c2f15d0a1b22c8dc4a244902add681,True,ctls,aws.demdex.net,443,https://aws.demdex.net:443,https,GET,54.217.20.142,/,-1314943136,18.200.152.171,1,False,,,HSTS,,,,,Adobe Inc.
https://awsmedia.s3.amazonaws.com,,403,243,awsmedia.s3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-21T00:00:00Z,2023-12-19T23:59:59Z,CN=*.s3.amazonaws.com,*.s3.amazonaws.com,s3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5c786d7d836f7ec7d65e625b0bca2ab2,25b0a7826fcb8f6ae0c7bc14d8e53ea2741097aac08c7243810f2a739d63f6c4,True,ctls,awsmedia.s3.amazonaws.com,443,https://awsmedia.s3.amazonaws.com:443,https,GET,52.217.197.209,/,-1544605732,54.231.204.225,2,False,AmazonS3,application/xml,Amazon Web Services,,,,,
https://awspodcastsiberiaent.s3.eu-west-3.amazonaws.com,,403,243,awspodcastsiberiaent.s3.eu-west-3.amazonaws.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2023-12-15T23:59:59Z,CN=*.s3.eu-west-3.amazonaws.com,*.s3.eu-west-3.amazonaws.com,s3-deprecated.eu-west-3.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,87eae9f09e23391db5474083d4098fde,873eef7bff3703fce3b7187826be8b8540cbddc429c5cb1455c1195b692b0131,True,ctls,awspodcastsiberiaent.s3.eu-west-3.amazonaws.com,443,https://awspodcastsiberiaent.s3.eu-west-3.amazonaws.com:443,https,GET,52.95.155.68,/,1460741824,52.95.155.68,2,False,AmazonS3,application/xml,Amazon Web Services,,,,,
https://b0.p.awsstatic.com,ERROR: The request could not be satisfied,403,919,b0.p.awsstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-12-09T23:59:59Z,CN=view-publish.us-west-2.prod.pricing.aws.a2z.com,view-publish.us-west-2.prod.pricing.aws.a2z.com,b0.p.awsstatic.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fb5cdb66809207657e19c9e3c8047824,58791241aa70e6541e8dfc33b125e680bc7325d8dab603dc95bebc6989f130a8,,ctls,b0.p.awsstatic.com,443,https://b0.p.awsstatic.com:443,https,GET,52.222.214.80,/,595515576,52.222.214.21,20,False,CloudFront,text/html,Amazon Web Services,,,cloudfront,True,
https://c0.b0.p.awsstatic.com,Amazon React Kit,200,643,c0.b0.p.awsstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-03-15T23:59:59Z,CN=c0.b0.p.awsstatic.com,c0.b0.p.awsstatic.com,c0.b0.p.awsstatic.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b703edc80cf81ca352bb6526b9f17eec,433701df7e7914d54ab86b957d8c85d55978d7cee8276a783a1344317519742c,,ctls,c0.b0.p.awsstatic.com,443,https://c0.b0.p.awsstatic.com:443,https,GET,52.222.214.71,/,688617944,2600:9000:223d:6800:7:73fb:3440:93a1,3,False,AmazonS3,text/html,Amazon Web Services,,,cloudfront,True,
https://calculator.aws,AWS Pricing Calculator,200,83542,calculator.aws,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-09-20T23:59:59Z,CN=calculator.aws,calculator.aws,www.us-east-1.prod.pricing.calculator.aws,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d6ac5ef2ab1a3a66d39c01d5147a16f3,a6d34a336ad6fadb4d4268f19802c6c2e1b38cb9de52fd5d79bce1f6cc734346,,ctls,calculator.aws,443,https://calculator.aws:443,https,GET,18.66.122.70,/,716989053,18.66.122.20,2,False,AmazonS3,text/html,HSTS,https://d37oee5zp73e2j.cloudfront.net,,cloudfront,True,
https://chat.us-east-1.prod.mrc-sunrise.marketing.aws.dev,ChatBot,200,464,chat.us-east-1.prod.mrc-sunrise.marketing.aws.dev,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-23T00:00:00Z,2024-05-21T23:59:59Z,CN=chat.us-east-1.prod.mrc-sunrise.marketing.aws.dev,chat.us-east-1.prod.mrc-sunrise.marketing.aws.dev,chat.us-east-1.prod.mrc-sunrise.marketing.aws.dev,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,34ec1c5db90250f59bf237a1de487513,caed5d662cb8f74c06b1f739ee22540d3aa95cd7cdefe91433165c47625e973e,,ctls,chat.us-east-1.prod.mrc-sunrise.marketing.aws.dev,443,https://chat.us-east-1.prod.mrc-sunrise.marketing.aws.dev:443,https,GET,143.204.215.66,/,1456325134,143.204.215.7,1,False,AmazonS3,text/html,HSTS,,,cloudfront,True,
https://chatbot-api.us-east-1.prod.mrc-sunrise.marketing.aws.dev,,403,42,chatbot-api.us-east-1.prod.mrc-sunrise.marketing.aws.dev,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-30T00:00:00Z,2024-05-29T23:59:59Z,CN=chatbot-api.us-east-1.prod.mrc-sunrise.marketing.aws.dev,chatbot-api.us-east-1.prod.mrc-sunrise.marketing.aws.dev,chatbot-api.us-east-1.prod.mrc-sunrise.marketing.aws.dev,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9877bedc94927d2e766fb94e6657bec,741e2aec5793e81530bb2cc531a168baebb66cd70fe8be824300911e2e39304d,,ctls,chatbot-api.us-east-1.prod.mrc-sunrise.marketing.aws.dev,443,https://chatbot-api.us-east-1.prod.mrc-sunrise.marketing.aws.dev:443,https,GET,54.163.178.95,/,768769774,34.200.201.229,1,False,,application/json,,,,,,
https://chtbl.com,,404,,chtbl.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-24T00:00:00Z,2023-12-14T23:59:59Z,CN=chtbl.com,chtbl.com,chrt.fm,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,21b4446f51436954e79486bd19dd6489,a8f4829da9f73b2de48c6dedb7e2e6ebe9cd5a848849fe84614463dbf10a49ab,,ctls,chtbl.com,443,https://chtbl.com:443,https,GET,13.32.121.65,/,-1840324437,13.32.121.128,1,False,awselb/2.0,text/plain,Amazon Web Services,,,cloudfront,True,
https://cm.everesttech.net,HTTP Status 404 – Not Found,404,796,cm.everesttech.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2023-05-17T00:00:00Z,2024-06-14T23:59:59Z,CN=*.tmogul.com,*.tmogul.com,everesttech.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,16a74aab405f5d68696b80419e8cb31f,dc1009567b24d5735b2844f3d3e0fb0f2b2591239a9d1705bb108a60e7bc7318,True,ctls,cm.everesttech.net,443,https://cm.everesttech.net:443,https,GET,34.251.46.32,/,-778066184,52.50.235.196,1,False,AMO-cookiemap/1.1,text/html,,,,,,
https://csml-plc-prod.us-west-2.api.aws/plc/csml/logging,,403,42,csml-plc-prod.us-west-2.api.aws,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-13T00:00:00Z,2024-04-11T23:59:59Z,CN=csml-plc-prod.us-west-2.api.aws,csml-plc-prod.us-west-2.api.aws,csml-plc-prod.us-west-2.api.aws,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,257dacc3e20bfb33bff1db18a2fa265d,c03b82684f5d05ab4cbd582e275b2a763252507dda73273b61cae1522b462fc7,,ctls,csml-plc-prod.us-west-2.api.aws,443,https://csml-plc-prod.us-west-2.api.aws:443/plc/csml/logging,https,GET,18.66.112.83,/plc/csml/logging,768769774,18.66.112.90,1,False,,application/json,Amazon Web Services,,,cloudfront,True,
https://d0.awsstatic.com,,200,,d0.awsstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-06T00:00:00Z,2024-06-03T23:59:59Z,CN=d0.awsstatic.com,d0.awsstatic.com,d0.awsstatic.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1a1918d2e3bf72714c722f68f66e0f90,9dfd5ace1fc147539ff07ea443c4effc06b6a2df859fb852b2a6203bfedab10b,,ctls,d0.awsstatic.com,443,https://d0.awsstatic.com:443,https,GET,13.32.59.54,/,-1447055466,2600:9000:2251:a800:f:6dc5:9bc8:f821,1,False,AmazonS3,text/plain,Amazon Web Services,,,cloudfront,True,
https://d1.awsstatic.com,,200,,d1.awsstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-06T00:00:00Z,2024-06-03T23:59:59Z,CN=d1.awsstatic.com,d1.awsstatic.com,d1.awsstatic.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f49d6ee38288f190250592a551db4ae,d104354b36be8e5a572b2833ae7dd3e4b393392df99391dc4c40c641aebc17d7,,ctls,d1.awsstatic.com,443,https://d1.awsstatic.com:443,https,GET,18.66.98.108,/,-783071124,2600:9000:223c:a200:19:2ae8:f748:f7e1,1,False,AmazonS3,text/plain,Amazon Web Services,,,cloudfront,True,
https://d1d1et6laiqoh9.cloudfront.net,,200,,d1d1et6laiqoh9.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d1d1et6laiqoh9.cloudfront.net,443,https://d1d1et6laiqoh9.cloudfront.net:443,https,GET,18.66.121.154,/,1277666872,2600:9000:2250:7a00:16:5c62:1b40:21,1,False,AmazonS3,text/html,Amazon Web Services,,,cloudfront,True,
https://d1fgizr415o1r6.cloudfront.net,,403,243,d1fgizr415o1r6.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d1fgizr415o1r6.cloudfront.net,443,https://d1fgizr415o1r6.cloudfront.net:443,https,GET,52.222.236.83,/,-1774086728,52.222.236.72,2,False,AmazonS3,application/xml,Amazon Web Services,,,cloudfront,True,
https://d1hemuljm71t2j.cloudfront.net,,403,243,d1hemuljm71t2j.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d1hemuljm71t2j.cloudfront.net,443,https://d1hemuljm71t2j.cloudfront.net:443,https,GET,13.32.23.156,/,-89223177,13.32.23.218,2,False,AmazonS3,application/xml,Amazon Web Services,,,cloudfront,True,
https://d1le29qyzha1u4.cloudfront.net,,403,243,d1le29qyzha1u4.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d1le29qyzha1u4.cloudfront.net,443,https://d1le29qyzha1u4.cloudfront.net:443,https,GET,52.222.250.229,/,-269271446,2600:9000:2251:b400:f:20b9:3300:21,2,False,AmazonS3,application/xml,Amazon Web Services,,,cloudfront,True,
https://d1oqpvwii7b6rh.cloudfront.net,,403,243,d1oqpvwii7b6rh.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d1oqpvwii7b6rh.cloudfront.net,443,https://d1oqpvwii7b6rh.cloudfront.net:443,https,GET,13.224.194.103,/,-1382142276,2600:9000:20eb:da00:14:3541:7f40:21,2,False,AmazonS3,application/xml,Amazon Web Services,,,cloudfront,True,
https://d1vo51ubqkiilx.cloudfront.net,,404,288,d1vo51ubqkiilx.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,d1vo51ubqkiilx.cloudfront.net,443,https://d1vo51ubqkiilx.cloudfront.net:443,https,GET,99.86.1.175,/,1734311126,99.86.1.41,2,False,AmazonS3,application/xml,Amazon Web Services,,,cloudfront,True,
