input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,final_url,tls_mismatched,tls_subject_org_
omcalc.corp.mongodb.com,MongoDB - Sign In,200,29175,corp.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T19:42:46Z,2023-09-04T19:42:45Z,CN=corp.mongodb.com,corp.mongodb.com,corp.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,103b7b1152ff279a1d3e8be1e0576f54,4a8028007d7448ec350ecbf63ee8ec4af0cd2927be9d443841811f2df6bcb68c,ctls,corp.mongodb.com,,443,https://omcalc.corp.mongodb.com:443,https,nginx,text/html,GET,34.204.138.12,/,,52.55.204.142,Nginx,399,False,,,,https://corp.mongodb.com/oauth2/v1/authorize?client_id=0oa3e3dsu168G2pm3297&redirect_uri=https%3A%2F%2Flogin.corp.mongodb.com%2Flogin%2Fokta%2Fcallback&response_type=code&scope=openid+profile+email+groups&state=20dbf276-9e87-49b0-ace6-8b91ce3e5a45,,
onboarding-docs.corp.mongodb.com,,403,243,onboarding-docs.corp.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-06-08T23:59:59Z,CN=onboarding-docs.corp.mongodb.com,onboarding-docs.corp.mongodb.com,onboarding-docs.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54a9bf919459cebd1a18d0a9fe8014c4,303493e7164ca4d2c73f29a73e5986acec5fb94d6d5d47ff130278d65f9b399c,ctls,onboarding-docs.corp.mongodb.com,cloudfront,443,https://onboarding-docs.corp.mongodb.com:443,https,AmazonS3,application/xml,GET,18.66.147.102,/,746762864,2600:9000:225e:a400:b:7a8c:e6c0:93a1,Amazon Web Services,2,False,True,,,,,
openai.security.sandbox.infosec.mongodb.com,,404,23,openai.security.sandbox.infosec.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-25T00:00:00Z,2024-06-22T23:59:59Z,CN=openai.security.sandbox.infosec.mongodb.com,openai.security.sandbox.infosec.mongodb.com,openai.security.sandbox.infosec.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,91f42cd0b81fdec1c82cb615d4c3fbbb,65e3e6f2f4f8bed4d3cd0d5eb35562077df8842b3a0b70bd2d3e00a4b7f3c012,ctls,openai.security.sandbox.infosec.mongodb.com,,443,https://openai.security.sandbox.infosec.mongodb.com:443,https,,application/json,GET,34.228.117.174,/,631524574,52.200.68.33,,1,False,,,,,,
opsmanager.mongodb.com,MongoDB Cloud | MongoDB,200,479801,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://opsmanager.mongodb.com:443,https,,text/html,GET,34.195.194.204,/,1147964469,34.195.194.204,HSTS,364,False,,True,https://*.mongodb.com,https://www.mongodb.com/cloud,,
parsley-staging.corp.mongodb.com,Parsley,200,37669,parsley-staging.corp.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-07T23:59:59Z,CN=parsley-staging.corp.mongodb.com,parsley-staging.corp.mongodb.com,parsley-staging.corp.mongodb.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,12412dfe86fcf61f177962f361b0443e,49be83829f591a8829f33c8e508a898e192bce1b135a0108adf236fd8b3c40df,ctls,parsley-staging.corp.mongodb.com,cloudfront,443,https://parsley-staging.corp.mongodb.com:443,https,AmazonS3,text/html,GET,108.138.7.21,/,732407704,108.138.7.85,Amazon Web Services,28,False,True,,,,,
pathway.mongodb.com,,200,82371,pathway.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-03-24T23:59:59Z,CN=pathway.mongodb.com,pathway.mongodb.com,pathway.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,42ea5fae284b0608b5eed2b80373b9fc,76e362e5a1b4f901fce1af683af255ce15e8723f602669300246f978b2d16e8e,ctls,pathway.mongodb.com,cloudfront,443,https://pathway.mongodb.com:443,https,AmazonS3,application/javascript,GET,18.66.147.77,/,34435041,2600:9000:225e:ec00:a:82b7:1e80:93a1,Amazon Web Services,1,False,True,,,,,
pgp.mongodb.com,MongoDB PGP Keys,200,946,pgp.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-03-23T23:59:59Z,CN=pgp.mongodb.com,pgp.mongodb.com,pgp.mongodb.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f7a60480f819e26de6ed082319770d08,436d5a2ff2979e7468bb9d26bd7fcc54d254b5c2a273230b4377fac89a058b6c,ctls,pgp.mongodb.com,cloudfront,443,https://pgp.mongodb.com:443,https,AmazonS3,text/html,GET,143.204.215.39,/,1131344324,2600:9000:214f:6000:1:ed10:bd80:93a1,Amazon Web Services,31,False,True,,,,,
pholiota-qa.corp.mongodb.com,MongoDB - Sign In,200,29229,corp.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T19:42:46Z,2023-09-04T19:42:45Z,CN=corp.mongodb.com,corp.mongodb.com,corp.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,103b7b1152ff279a1d3e8be1e0576f54,4a8028007d7448ec350ecbf63ee8ec4af0cd2927be9d443841811f2df6bcb68c,ctls,corp.mongodb.com,,443,https://pholiota-qa.corp.mongodb.com:443,https,nginx,text/html,GET,54.145.94.221,/,,54.145.94.221,Nginx,399,False,,,,https://corp.mongodb.com/oauth2/v1/authorize?client_id=0oa3e3dsu168G2pm3297&redirect_uri=https%3A%2F%2Flogin.corp.mongodb.com%2Flogin%2Fokta%2Fcallback&response_type=code&scope=openid+profile+email+groups&state=58d09308-6535-4c4e-86aa-1926a7b8044b,,
pholiota.corp.mongodb.com,MongoDB - Sign In,200,29211,corp.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-06T19:42:46Z,2023-09-04T19:42:45Z,CN=corp.mongodb.com,corp.mongodb.com,corp.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,103b7b1152ff279a1d3e8be1e0576f54,4a8028007d7448ec350ecbf63ee8ec4af0cd2927be9d443841811f2df6bcb68c,ctls,corp.mongodb.com,,443,https://pholiota.corp.mongodb.com:443,https,nginx,text/html,GET,34.227.4.145,/,,34.227.4.145,Nginx,399,False,,,,https://corp.mongodb.com/oauth2/v1/authorize?client_id=0oa3e3dsu168G2pm3297&redirect_uri=https%3A%2F%2Flogin.corp.mongodb.com%2Flogin%2Fokta%2Fcallback&response_type=code&scope=openid+profile+email+groups&state=a3b7dfb0-2a4f-4a35-82ae-2f91f3dc47c4,,
podcasts.mongodb.com,The MongoDB Podcast | MongoDB,200,79810,podcasts.mongodb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T10:22:57Z,2023-07-24T10:22:56Z,CN=podcasts.mongodb.com,podcasts.mongodb.com,podcasts.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,48b45031880b8d1bf4f6c28bd44a7d2a,a2c3e214850e06c09a9f5eea9069fbb0fed2efe960dcef6db7570a185a3743fb,ctls,podcasts.mongodb.com,google,443,https://podcasts.mongodb.com:443,https,,text/html,GET,35.231.1.101,/,-1672855963,35.231.1.101,webpack,157,False,True,,,https://podcasts.mongodb.com/public/115/The-MongoDB-Podcast-b02cf624,,
pre-global-shop.discover.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://pre-global-shop.discover.mongodb.com:443,https,,text/html,GET,54.175.147.155,/,-27074921,52.206.222.245,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
proactive-sf.corp.mongodb.com,404 | MongoDB,404,10171,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://proactive-sf.corp.mongodb.com:443,https,,text/html,GET,54.210.21.1,/,-337508236,44.205.161.131,HSTS,148,False,,True,https://*.mongodb.com,https://www.mongodb.com/404,,
purple.mongodb.com,404 - Not found or no permission to access,404,1330,purple.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=purple.mongodb.com, O=MongoDB\, Inc., L=New York, ST=New York, C=US",purple.mongodb.com,purple.mongodb.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6bcac2cd7c0a8f5f81f00c1bb74a7d7d,efb779bcc9dcb8653c93a30e3ddff13c86c85eb708c52efaceb74e180a5f2965,ctls,purple.mongodb.com,oracle,443,https://purple.mongodb.com:443,https,,text/html,GET,147.154.16.193,/,-1270699277,147.154.16.193,Bootstrap,33,False,True,,,,,"MongoDB, Inc."
real-time-api-agents-dev.mongodb.com,,404,,real-time-api-agents-dev.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T20:41:07Z,2023-08-19T20:41:06Z,CN=real-time-api-agents-dev.mongodb.com,real-time-api-agents-dev.mongodb.com,real-time-api-agents-dev.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5b8373cbabc914e2e0922d4851aec157,2fdfa10237dd495a25fa8e27b240715fe65b34ca0ec9d52466747d593cdbbde7,ctls,real-time-api-agents-dev.mongodb.com,,443,https://real-time-api-agents-dev.mongodb.com:443,https,mdbws,,GET,3.231.133.249,/,-1840324437,3.231.133.249,,1,False,,,,,,
real-time-api-agents-qa.mongodb.com,,404,,real-time-api-agents-qa.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T03:12:55Z,2023-07-30T03:12:54Z,CN=real-time-api-agents-qa.mongodb.com,real-time-api-agents-qa.mongodb.com,real-time-api-agents-qa.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2862d9782a9bbefa4d57e0bd6e9c9a08,08127057947d2b61bd28f14dd3d3224295f64358b07612277fe81c17affec3e6,ctls,real-time-api-agents-qa.mongodb.com,,443,https://real-time-api-agents-qa.mongodb.com:443,https,mdbws,,GET,52.200.206.35,/,-1840324437,52.200.206.35,,1,False,,,,,,
realm-dev.mongodb.com,App Services,200,22339,realm-dev.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T16:42:00Z,2023-08-19T16:41:59Z,CN=realm-dev.mongodb.com,realm-dev.mongodb.com,realm-dev.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,617d08ac854f4f8c00b2e0ccafa21c6f,b2cc45468f874ce43feffd1086decf1c09010cc6bd5a404d304f127aa61438ce,ctls,realm-dev.mongodb.com,,443,https://realm-dev.mongodb.com:443,https,mdbws,text/html,GET,3.231.133.249,/,605070469,3.231.133.249,,406,False,,,,,,
restore-backup.us-west-1.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,80,http://restore-backup.us-west-1.mongodb.com:80,http,,text/html,GET,52.21.89.200,/,-1828542067,52.206.222.245,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
scareokta.corp.mongodb.com,,403,9,scareokta.corp.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-04T10:25:48Z,2023-09-02T10:25:47Z,CN=scareokta.corp.mongodb.com,scareokta.corp.mongodb.com,scareokta.corp.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,49b2b0b9f988425579438805633f6ce6,cf72ac2af6da39909ff6b9952cc80e531694c4a701e4523873736f47c0a26e7c,ctls,scareokta.corp.mongodb.com,,443,https://scareokta.corp.mongodb.com:443,https,,text/plain,GET,44.205.161.131,/,-942874359,54.210.21.1,,1,False,,,,,,
snyk-broker.infosec.mongodb.com,503 Service Temporarily Unavailable,503,162,snyk-broker.infosec.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-28T00:00:00Z,2024-06-25T23:59:59Z,CN=snyk-broker.infosec.mongodb.com,snyk-broker.infosec.mongodb.com,snyk-broker.infosec.mongodb.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,06b9bc368c8c953393f1dd2bf27cddc5,82fdf3ad08774d577484cd04f2ebeee29adb5695d94e1638289df89832f3e0d9,ctls,snyk-broker.infosec.mongodb.com,,443,https://snyk-broker.infosec.mongodb.com:443,https,awselb/2.0,text/html,GET,3.214.99.144,/,1862162275,23.20.67.73,,7,False,,,,,,
spruce-staging.corp.mongodb.com,Evergreen,200,31027,spruce-staging.corp.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=spruce-staging.corp.mongodb.com,spruce-staging.corp.mongodb.com,spruce-staging.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b7e43d318784ff04b4da5557b2ef7be0,7e468285b6765f554a61e2c27e061d3bc9aa1bf46c044355410f0af3596b685b,ctls,spruce-staging.corp.mongodb.com,cloudfront,443,https://spruce-staging.corp.mongodb.com:443,https,AmazonS3,text/html,GET,13.32.121.43,/,-1218768252,13.32.121.128,Amazon Web Services,48,False,True,,,,,
spruce.mongodb.com,Evergreen,200,30863,spruce.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T00:00:00Z,2024-06-29T23:59:59Z,CN=spruce.mongodb.com,spruce.mongodb.com,spruce.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8f1067df90bb91d022d7b1b7ef4fd098,fc9d8271f9fbd2d2e5c6e31e4c317515ba4d1f85809a2dcdd74f1110486eeef5,ctls,spruce.mongodb.com,cloudfront,443,https://spruce.mongodb.com:443,https,AmazonS3,text/html,GET,13.32.99.11,/,-1218768252,13.32.99.87,Amazon Web Services,48,False,True,,,,,
status.cloud.mongodb.com,MongoDB Cloud Status,200,63334,status.cloud.mongodb.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T11:58:36Z,2023-08-28T11:58:35Z,CN=na.smart-integration.status.ricoh.com,na.smart-integration.status.ricoh.com,www.teachablestatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7fed48ef6d780ecbbbc0f289b1da625e,e88fe9b68caf9f9f84083f94a8be67b38bd3887d9210744bf12e7018f2f9ffec,ctls,status.cloud.mongodb.com,,443,https://status.cloud.mongodb.com:443,https,,text/html,GET,52.215.192.132,/,-1840324437,52.215.192.132,HSTS,1452,False,,,,,,
stitch-dev.mongodb.com,,503,19,stitch-dev.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-21T20:04:19Z,2023-08-19T20:04:18Z,CN=stitch-dev.mongodb.com,stitch-dev.mongodb.com,stitch-dev.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,609703603a8265ad718e9197f70123ea,168ae06268bd4624de947d57d274eaf84f6d6a4d6ca6c57d7b7cf5d29479427e,ctls,stitch-dev.mongodb.com,,443,https://stitch-dev.mongodb.com:443,https,mdbws,text/plain,GET,52.48.110.136,/,87638684,52.48.110.136,,1,False,,,,,,
stitch-qa.mongodb.com,App Services,200,22051,stitch-qa.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T07:13:57Z,2023-07-30T07:13:56Z,CN=stitch-qa.mongodb.com,stitch-qa.mongodb.com,stitch-qa.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a7b7fc0e522c60a9e9c8864a94f9fc86,8c3dfd3c28a7c3b633378eae2bf48db43b129a88bde643ebf8a7e506807c782e,ctls,stitch-qa.mongodb.com,,443,https://stitch-qa.mongodb.com:443,https,mdbws,text/html,GET,52.202.145.128,/,2042744183,52.202.145.128,,402,False,,,,,,
stitch-staging.mongodb.com,App Services,200,23821,stitch-staging.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T13:06:51Z,2023-07-30T13:06:50Z,CN=stitch-staging.mongodb.com,stitch-staging.mongodb.com,us-west-2.aws.stitch-staging.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,56f07408b26ee888e89a43b62cafa98e,9a9d933f5f8a55064c161cf8dff33788878f198b647a732ca358be79d6e85a0b,ctls,stitch-staging.mongodb.com,,443,https://stitch-staging.mongodb.com:443,https,mdbws,text/html,GET,34.227.51.254,/,1212813408,34.227.51.254,Envoy,402,False,,,,,,
stitch.mongodb.com,App Services,200,27142,stitch.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T15:05:19Z,2023-08-20T15:05:18Z,CN=*.stitch.mongodb.com,*.stitch.mongodb.com,stitch.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,04bc170b5bfe30e3d99a5f2f20c9749e,90496ba5fc43b8f7a06145fb537767ad6dd9275bf6dda8a6f8383a5b95fd5048,ctls,stitch.mongodb.com,,443,https://stitch.mongodb.com:443,https,mdbws,text/html,GET,3.127.11.207,/,2086693987,3.127.11.207,Envoy,402,False,,True,,,,
students.mongodb.com,MongoDB Student Pack,200,63932,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://students.mongodb.com:443,https,,text/html,GET,44.205.161.131,/,,52.55.204.142,webpack,2,False,,True,,https://www.mongodb.com/students,,
support-dev.mongodb.com,Login | Salesforce,200,11113,test.salesforce.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:00:00Z,2024-04-18T23:59:59Z,"CN=test.salesforce.com, O=salesforce.com\, inc., L=San Francisco, ST=California, C=US",test.salesforce.com,test.cloudforce.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,94f539329e6106840d492e6759aa702a,5264b97f262d29e052958e9730c168eec055ea457ec3778b6744655211b71b89,ctls,test.salesforce.com,,443,https://support-dev.mongodb.com:443,https,,text/html,GET,13.110.62.115,/,1433417005,13.110.63.115,HSTS,24,False,,,,https://test.salesforce.com,,"salesforce.com, inc."
support-hub-staging.corp.mongodb.com,Support Hub,200,2335,support-hub-staging.corp.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-12T23:59:59Z,CN=*.support-hub-staging.corp.mongodb.com,*.support-hub-staging.corp.mongodb.com,support-hub-zrkeh.mongodbstitch.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,34bdfce650fe20a7c2e38901db2f9b95,bb93188ac4e6ee9d14e21716c0bf56deaba6f9442008117ad502e5c706937ca1,ctls,support-hub-staging.corp.mongodb.com,cloudfront,443,https://support-hub-staging.corp.mongodb.com:443,https,AmazonS3,text/html,GET,13.32.99.127,/,-1259179666,13.32.99.122,Amazon Web Services,1,False,True,True,,,,
support-hub.corp.mongodb.com,Support Hub,200,2335,support-hub.corp.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-21T23:59:59Z,CN=*.support-hub.corp.mongodb.com,*.support-hub.corp.mongodb.com,support-hub-rdtad.mongodbstitch.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a4c97e27ca5b035b780c9542ae93784d,2f6106c3b32bef63773f0043aa0bc793a165c618df7d2e11bf3d4b54d70f2eea,ctls,support-hub.corp.mongodb.com,cloudfront,443,https://support-hub.corp.mongodb.com:443,https,AmazonS3,text/html,GET,52.222.236.97,/,-1259179666,52.222.236.83,Amazon Web Services,1,False,True,True,,,,
support-wallboard-staging.corp.mongodb.com,Support Wallboard,200,2252,support-wallboard-staging.corp.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-08-28T23:59:59Z,CN=*.support-wallboard-staging.corp.mongodb.com,*.support-wallboard-staging.corp.mongodb.com,support-wallboard-staging.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5a2e8091c60ab410095b0a0bed8fe45a,9dd77983cf14f690840ba400414f321990f5edf7cb336d03164b651265f1bc31,ctls,support-wallboard-staging.corp.mongodb.com,cloudfront,443,https://support-wallboard-staging.corp.mongodb.com:443,https,AmazonS3,text/html,GET,108.138.7.35,/,-1259179666,108.138.7.29,React,1,False,True,True,,,,
support-wallboard.corp.mongodb.com,Support Wallboard,200,2252,support-wallboard.corp.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-01T23:59:59Z,CN=*.support-wallboard.corp.mongodb.com,*.support-wallboard.corp.mongodb.com,support-wallboard-swizh.mongodbstitch.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cc62b1fdb68548c9e19d77e71b618714,b28b498fab708942dccb9445ec782602f516eaca253b882095eac634207c1599,ctls,support-wallboard.corp.mongodb.com,cloudfront,443,https://support-wallboard.corp.mongodb.com:443,https,AmazonS3,text/html,GET,18.66.147.120,/,-1259179666,18.66.147.57,React,1,False,True,True,,,,
support-wallboard2.corp.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://support-wallboard2.corp.mongodb.com:443,https,,text/html,GET,52.206.222.245,/,-1828542067,54.175.147.155,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
support.mongodb.com,Support Portal,200,2527,support.mongodb.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T13:28:17Z,2023-08-03T13:28:16Z,CN=support.mongodb.com,support.mongodb.com,support.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d723ec6847fff3a6443e9ada0f2843a6,165f2ed1e21633c92cb01e01028e33a75b3b69f09389b74333a31fee3e510b75,ctls,support.mongodb.com,fastly,443,https://support.mongodb.com:443,https,,text/html,GET,151.101.2.133,/,981703184,151.101.194.133,webpack,1,False,True,,,,,
training.mongodb.com,MongoDB Instructor-led Training | MongoDB,200,65818,training.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=training.mongodb.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",training.mongodb.com,training.mongodb.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4ff42427a0023c11bb8d426c4fa03c33,10b128a252146b7e1d2ca04618f5bf17596a47e43c6e7c8e6bf7ddb0d5037a40,ctls,training.mongodb.com,cloudflare,443,https://training.mongodb.com:443,https,cloudflare,text/html,GET,104.18.2.172,/,-1132923558,2606:4700::6812:2ac,HSTS,143,False,True,,,,,"Cloudflare, Inc."
upload-proxy.mongodb.com,MongoDB: The Developer Data Platform | MongoDB,200,723954,www.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-01-09T23:59:59Z,CN=*.mongodb.com,*.mongodb.com,*.corp.mongodb.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,990712232470676d13e0cc6e370df23c,8f451e8be404de6c805982378228e3a5cbfef64af382155042642a5b3f94d8e8,ctls,www.mongodb.com,,443,https://upload-proxy.mongodb.com:443,https,,text/html,GET,52.21.89.200,/,-1828542067,54.175.147.155,HSTS,457,False,,True,https://*.mongodb.com,https://www.mongodb.com/,,
us-east-1.aws.stitch-staging.mongodb.com,App Services,200,23821,us-east-1.aws.stitch-staging.mongodb.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T13:06:51Z,2023-07-30T13:06:50Z,CN=stitch-staging.mongodb.com,stitch-staging.mongodb.com,us-west-2.aws.stitch-staging.mongodb.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,56f07408b26ee888e89a43b62cafa98e,9a9d933f5f8a55064c161cf8dff33788878f198b647a732ca358be79d6e85a0b,ctls,us-east-1.aws.stitch-staging.mongodb.com,,443,https://us-east-1.aws.stitch-staging.mongodb.com:443,https,mdbws,text/html,GET,3.212.215.35,/,1212813408,3.212.215.35,Envoy,402,False,,,,,,
