new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,aaaa,txt,mx,caa
,preprod-ctc.epam.com,"104.18.12.91, 104.18.13.91",preprod-ctc.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,preprod-jira.epam.com,"104.18.12.91, 104.18.13.91",preprod-jira.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,preprod-kb.epam.com,"104.18.12.91, 104.18.13.91",preprod-kb.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,preprod-vacation.epam.com,"104.18.13.91, 104.18.12.91",preprod-vacation.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,preprod.access.epm-iass.projects.epam.com,"13.32.208.105, 13.32.208.11, 13.32.208.59, 13.32.208.124",,"ns-233.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,preview.sche-sdl.projects.epam.com,,,,NOERROR,,,,,,,
,prism.delivery.epam.com,"104.18.10.75, 104.18.11.75",prism.delivery.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:b4b, 2606:4700::6812:a4b",,,
,privacy.epam.com,"104.18.12.91, 104.18.13.91",privacy.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,process.epam.com,91.120.43.102,evhubudsa0216.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,proctoring-dev-files.lab.epam.com,"104.18.12.91, 104.18.13.91",proctoring-dev-files.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,proctoring-global-files.lab.epam.com,"104.18.13.91, 104.18.12.91",proctoring-global-files.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,proctoring-global.lab.epam.com,"104.18.13.91, 104.18.12.91",proctoring-global.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,proctoring-stage-files.lab.epam.com,"104.18.12.91, 104.18.13.91",proctoring-stage-files.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,proctoring-stage.lab.epam.com,"104.18.12.91, 104.18.13.91",proctoring-stage.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,prod-api.carbon.epam.com,"104.18.12.91, 104.18.13.91",prod-api.carbon.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,prod-auth.epam.com,184.73.166.112,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,prod-scheduler.pipeline.epm-for.projects.epam.com,"104.18.13.91, 104.18.12.91",prod-scheduler.pipeline.epm-for.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,prod.api.solutionshub.epam.com,,,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,profile-int.epm-hrms.projects.epam.com,,profile-int.epm-hrms.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,,,,
,profile.epam.com,"104.18.2.254, 104.18.29.252",profile.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:2fe, 2606:4700::6812:1dfc",,,
,projects.epam.com,"104.18.13.91, 104.18.12.91",projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,projects.stage.epam.com,"104.18.16.214, 104.18.17.214",,"harleigh.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,proton.projects.epam.com,174.128.60.75,evusprisd170c.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ps-europa.epm-dce.projects.epam.com,34.79.46.131,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-c3.googledomains.com, ns-cloud-c4.googledomains.com, ns-cloud-c2.googledomains.com, ns-cloud-c1.googledomains.com",,,,,,
,psm.pear-ltas.projects.epam.com,174.128.60.154,ecsa00403e02.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,psy.lab.epam.com,"52.222.144.76, 52.222.144.57, 52.222.144.38, 52.222.144.68",,"ns-294.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1169.awsdns-18.org, ns-1936.awsdns-50.co.uk, ns-294.awsdns-36.com, ns-518.awsdns-00.net",,,,,,
,ptg-p2be.projects.epam.com,217.21.63.115,evbyminsd6193.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,publish.nut-aem.projects.epam.com,"104.18.12.91, 104.18.13.91",publish.nut-aem.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,puppet-master-test.epm-gess.projects.epam.com,217.21.63.196,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,qa-api.carbon.lab.epam.com,"104.18.12.91, 104.18.13.91",qa-api.carbon.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,qa-competency.epm-tmc.projects.epam.com,"104.18.13.91, 104.18.12.91",qa-competency.epm-tmc.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,qa-epam.epm-dce.projects.epam.com,34.78.175.161,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-e3.googledomains.com, ns-cloud-e1.googledomains.com, ns-cloud-e4.googledomains.com, ns-cloud-e2.googledomains.com",,,,,,
,qa-okr.epm-dce.projects.epam.com,34.78.175.161,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,"ns-cloud-a2.googledomains.com, ns-cloud-a1.googledomains.com, ns-cloud-a4.googledomains.com, ns-cloud-a3.googledomains.com",,,,,,
,qa-skills.epm-dmtm.projects.epam.com,"104.18.13.91, 104.18.12.91",qa-skills.epm-dmtm.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,qa.cloud.epam.com,"104.18.15.81, 104.18.14.81",qa.cloud.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:f51, 2606:4700::6812:e51",,,
,qa.docs.epam.com,"104.18.21.196, 104.18.20.196",qa.docs.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:15c4, 2606:4700::6812:14c4",,,
,qa.epm-sso.projects.epam.com,"104.18.13.91, 104.18.12.91",qa.epm-sso.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,qa.solutionshub.epam.com,"108.138.7.128, 108.138.7.33, 108.138.7.53, 108.138.7.89",d57dhfa8k7mwx.cloudfront.net,"ns-235.awsdns-29.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-578.awsdns-08.net, ns-1220.awsdns-24.org, ns-1988.awsdns-56.co.uk, ns-235.awsdns-29.com",,,"2600:9000:2490:ce00:17:b20:f040:93a1, 2600:9000:2490:ea00:17:b20:f040:93a1, 2600:9000:2490:1200:17:b20:f040:93a1, 2600:9000:2490:ac00:17:b20:f040:93a1, 2600:9000:2490:f400:17:b20:f040:93a1, 2600:9000:2490:8000:17:b20:f040:93a1, 2600:9000:2490:a200:17:b20:f040:93a1, 2600:9000:2490:2800:17:b20:f040:93a1",,,
,qa.survey.epam.com,"104.18.13.91, 104.18.12.91",qa.survey.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,qa.training.epam.com,"104.18.1.62, 104.18.0.62",qa.training.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:13e, 2606:4700::6812:3e",,,
,qa.wm.lab.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,questionnaires.epam.com,"104.18.12.91, 104.18.13.91",questionnaires.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,quiz.lab.epam.com,"18.195.147.224, 35.156.201.249",shared-epm-rdua-alb-quiz-342181118.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,radar.epam.com,"104.18.29.39, 104.18.28.39",radar.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1d27, 2606:4700::6812:1c27",,,
,radar.stage.epam.com,"104.18.17.214, 104.18.16.214",,"harleigh.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,raffle.lab.epam.com,174.128.60.33,ecsb00100086.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,rancher.staging.epm-ces.projects.epam.com,"104.18.12.91, 104.18.13.91",rancher.staging.epm-ces.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,redesign.epam-com.staging.epm-iass.projects.epam.com,"65.9.84.19, 65.9.84.143, 65.9.84.129, 65.9.84.100",d2zbpv2d5k3c4m.cloudfront.net,"ns-1533.awsdns-63.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1533.awsdns-63.org, ns-2027.awsdns-61.co.uk, ns-68.awsdns-08.com, ns-979.awsdns-58.net",,,,,,
,referral.aws.epm-plx.projects.epam.com,,,"ns-1272.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1272.awsdns-31.org, ns-1902.awsdns-45.co.uk, ns-481.awsdns-60.com, ns-702.awsdns-23.net",,,,,,
,registry.sdmx.epm-rtc.projects.epam.com,52.1.249.62,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,remote-safely-pi-demo-files.lab.epam.com,"104.18.12.91, 104.18.13.91",remote-safely-pi-demo-files.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,renting.itsec.epam.com,"104.18.13.91, 104.18.12.91",renting.itsec.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,rep.lab.epam.com,91.120.43.126,ecsd00300d1e.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,reportportal.epam.com,"3.121.177.174, 52.28.185.156, 3.67.128.58",a5db14fd85b3c4fb48437a12ea7c7c6a-1500616656.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,reports.epam.com,"104.18.12.91, 104.18.13.91",reports.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,reservations-staging.budapest.epam.com,"104.18.12.91, 104.18.13.91",reservations-staging.budapest.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,reservations.budapest.epam.com,"104.18.13.91, 104.18.12.91",reservations.budapest.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,restore.pipeline.epam.com,20.82.22.191,"gray-mushroom-09ebd4f03.2.azurestaticapps.net, azurestaticapps2.trafficmanager.net, msha-slice-2-am2-1.msha-slice-2-am2-1-ase.p.azurewebsites.net, waws-prod-am2-71c8f842.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,
,rexp.crm.epam.com,"104.18.7.36, 104.18.6.36",rexp.crm.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:724, 2606:4700::6812:624",,,
,rnd.epam.com,"104.17.27.92, 104.17.29.92, 104.17.30.92, 104.17.28.92, 104.17.31.92",epam2.uservoice.com,"ns1.uservoice.com, dns.cloudflare.com",NOERROR,,,,"2606:4700::6811:1e5c, 2606:4700::6811:1b5c, 2606:4700::6811:1d5c, 2606:4700::6811:1c5c, 2606:4700::6811:1f5c",v=spf1 include:smtp1.uservoice.com ~all,"mxa.mailgun.org, mxb.mailgun.org",
,rootca.epam.com,91.120.43.94,evbyminsa0012.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,rp.epam.com,,a5db14fd85b3c4fb48437a12ea7c7c6a-1500616656.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,rshbmsk.epam.com,94.25.69.9,eprusarvsd0037.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,rupload-man2-1.radar.epam.com,,,,NOERROR,,,,,,,
,s3.ofp.gcp.gnrg-osdu.projects.epam.com,34.69.142.167,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,s3.ref.gcp.gnrg-osdu.projects.epam.com,34.67.208.38,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,
,s3.videoportal.epam.com,"13.225.20.190, 13.225.20.71, 13.225.20.111, 13.225.20.206",di3t4vcvmgir2.cloudfront.net,"ns-596.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-31.awsdns-03.com, ns-596.awsdns-10.net, ns-1435.awsdns-51.org, ns-2017.awsdns-60.co.uk",,,,,,
,salary.epam.com,"104.18.13.91, 104.18.12.91",salary.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,salary.minsk.epam.com,217.21.63.198,evbyminsa0092.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,sap.epam.com,"104.18.12.146, 104.18.13.146",sap.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c92, 2606:4700::6812:d92",,,
,sapsupport.epam.com,213.184.243.203,evbyminsd2404.minsk.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,screening.epam.com,"104.18.13.91, 104.18.12.91",screening.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,sd.dev.epmp-aos.projects.epam.com,,,"maisie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,sdp-staging.telescope.epam.com,"104.18.8.77, 104.18.9.77",sdp-staging.telescope.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:84d, 2606:4700::6812:94d",,,
,search.sche-sdl.projects.epam.com,,,,NOERROR,,,,,,,
,settlement.lab.epam.com,"104.18.12.91, 104.18.13.91",settlement.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,sharepoint.epam.com,91.120.43.102,evhubudsa0216.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,ship.lab.epam.com,174.128.60.207,ecsa00402559.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,showcase.epam.com,"104.18.12.91, 104.18.13.91",showcase.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,signature.epam.com,"104.18.13.91, 104.18.12.91",signature.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,simpledoc.epam.com,"104.18.5.189, 104.18.4.189",simpledoc.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:5bd, 2606:4700::6812:4bd",,,
,simplepay.epam.com,"104.18.27.210, 104.18.26.210",simplepay.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1bd2, 2606:4700::6812:1ad2",,,
,sipmsq.epam.com,,,,NOERROR,,,,,,,
,sitespeed-results.aws.sche-digi.projects.epam.com,10.68.69.37,,"ns-1540.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,10.68.69.37,,,,
,skills.epam.com,"104.18.12.91, 104.18.13.91",skills.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,snap.portal.sod-crm.projects.epam.com,174.128.60.125,ecsa00400678.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,solutionshub.epam.com,"13.226.153.54, 13.226.153.46, 13.226.153.4, 13.226.153.115",d2yuh7nkmr86tm.cloudfront.net,"ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-630.awsdns-14.net, ns-1051.awsdns-03.org, ns-122.awsdns-15.com, ns-1756.awsdns-27.co.uk",,,"2600:9000:2182:3c00:16:dcf9:e280:93a1, 2600:9000:2182:5200:16:dcf9:e280:93a1, 2600:9000:2182:600:16:dcf9:e280:93a1, 2600:9000:2182:400:16:dcf9:e280:93a1, 2600:9000:2182:8400:16:dcf9:e280:93a1, 2600:9000:2182:2a00:16:dcf9:e280:93a1, 2600:9000:2182:c000:16:dcf9:e280:93a1, 2600:9000:2182:3a00:16:dcf9:e280:93a1",,,
,sonar.aws.sche-digi.projects.epam.com,34.206.226.66,,"ns-1540.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,sonar.epam.com,91.120.43.129,evhubudsa0154.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,sp.dev.epmp-aos.projects.epam.com,20.126.209.112,,"maisie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,spf-epam.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,"v=spf1 ip4:23.253.182.0/23 ip4:185.163.190.42/24 ip4:203.170.48.43 ip4:204.44.61.0/24 ip4:176.74.246.200 ip4:198.207.147.0/24 ip4:204.239.0.0/24 ip4:146.20.191.0/24 ip4:159.135.224.0/20,  ip4:173.193.210.32/27 ip4:50.23.218.192/27 ip4:174.37.226.64/27 ip4:208.43.239.136/30 ip4:184.173.105.0/24 ip4:184.173.153.0/24 ip4:104.130.122.0/23 ip4:104.130.96.0/28,  ip4:209.61.151.0/24 ip4:166.78.68.0/22 ip4:198.61.254.0/23 ip4:192.237.158.0/23 ip4:145.222.40.64/27 ip4:145.222.108.5 ip4:146.20.112.0/26 ip4:146.20.113.0/24 ip4:216.46.168.222,  ip4:216.46.168.197 ip4:216.58.172.196/30 ip4:146.20.14.104/30 ip4:50.56.130.220 ip4:164.177.132.168 ip4:148.163.158.195 ip4:148.163.156.198 ip4:80.79.97.150 ip4:80.79.97.151 ip4:52.28.182.143 -all",,
,spf-epam2.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,"v=spf1 ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.8.0/21 ip4:199.15.212.0/22 ip4:72.3.185.0/24 ip4:72.32.154.0/24 ip4:72.32.217.0/24 ip4:72.32.243.0/24 ,  ip4:94.236.119.0/26 ip4:37.188.97.188/32 ip4:185.28.196.0/22 ip4:192.28.128.0/18 ip4:103.237.104.0/22 ip4:130.248.172.0/24 ip4:130.248.173.0/24 ip4:3.93.157.0/24 ,  ip4:3.210.190.0/24 ip4:18.208.124.128/25 ip4:54.174.52.0/24 ip4:54.174.53.128/30 ip4:54.174.57.0/24 ip4:54.174.59.0/24 ip4:54.174.60.0/23 ip4:54.174.63.0/24 ip4:139.180.17.0/24 ip4:143.244.80.0/20 ip4:158.247.16.0/20 -all",,
,spotfire-711-demo.ixlc-gen.projects.epam.com,91.120.43.91,ecsb00102237.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,spotfiredemo.ixlc-gen.projects.epam.com,91.120.43.204,ecsb00100c12.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,squash-tm.epm-ppa.projects.epam.com,"104.18.12.91, 104.18.13.91",squash-tm.epm-ppa.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,sschedule.epam.com,"104.18.13.91, 104.18.12.91",sschedule.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,sstr.epm-ppag.projects.epam.com,"216.239.34.21, 216.239.38.21, 216.239.36.21, 216.239.32.21",,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,google-site-verification=SN9WEK8W5CHpEn3fS6NesmZ6gmwHjxNvxDcjGvBJB_4,,
,staffing.epam.com,"104.18.13.91, 104.18.12.91",staffing.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,staffing.stage.epam.com,"104.18.16.214, 104.18.17.214",,"harleigh.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,stag.invite.epam.com,"104.18.22.22, 104.18.23.22",stag.invite.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:1716, 2606:4700::6812:1616",,,
,stage-api.epm-rexp.projects.epam.com,"104.18.12.91, 104.18.13.91",stage-api.epm-rexp.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,stage-eu.staffing.epam.com,"104.18.12.91, 104.18.13.91",stage-eu.staffing.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,stage-us.staffing.epam.com,"104.18.13.91, 104.18.12.91",stage-us.staffing.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,stage.ai.lab.epam.com,"104.18.13.91, 104.18.12.91",stage.ai.lab.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,stage.cloud.epam.com,"104.18.14.81, 104.18.15.81",stage.cloud.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:e51, 2606:4700::6812:f51",,,
,stage.cnct-003.projects.epam.com,91.120.43.153,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,stage.epm-bsrv.paas.epam.com,"104.18.12.91, 104.18.13.91",stage.epm-bsrv.paas.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,stage.epm-rdci.projects.epam.com,"104.18.13.91, 104.18.12.91",stage.epm-rdci.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,stage.epmp-aos.projects.epam.com,20.101.29.52,,"maisie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,
,stage.infoportal-aws.epm-iass.projects.epam.com,"104.18.12.91, 104.18.13.91",stage.infoportal-aws.epm-iass.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,stage.microsite.evusprisd0827.princeton.epam.com,174.128.60.227,evusprisd0827.princeton.epam.com,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,stage.renting.itsec.epam.com,,stage.renting.itsec.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,stage.showcase.epam.com,"104.18.12.91, 104.18.13.91",stage.showcase.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:c5b, 2606:4700::6812:d5b",,,
,stage.staffing.epam.com,"104.18.13.91, 104.18.12.91",stage.staffing.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
,stage.tkm-fbb.projects.epam.com,,ecsc0010567f.epam.com,,NOERROR,,,,,,,
,stageaz.epm-crm.projects.epam.com,,,"a1-195.akam.net, helpdesk.epam.com",NOERROR,,,,,,,
,staging--anywhere.aws.epm-plx.projects.epam.com,"52.84.45.10, 52.84.45.85, 52.84.45.49, 52.84.45.13",,"ns-1731.awsdns-24.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,
,staging-elearn.epm-mooc.projects.epam.com,"104.18.12.91, 104.18.13.91",staging-elearn.epm-mooc.projects.epam.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,,,,"2606:4700::6812:d5b, 2606:4700::6812:c5b",,,
